Data;Produto;Região;Quantidade;Valor Unitário;Receita
08/08/2022;Suco;Leste;747;112;83664
04/04/2022;Suco;Oeste;17;183;3111
30/08/2023;Maionese;Oeste;736;238;175168
15/08/2023;Suco;Oeste;592;238;140896
05/12/2022;Suco;Sul;607;119;72233
15/01/2022;Pasta de dente;Oeste;283;67;18961
07/06/2022;Detergente;Norte;490;139;68110
21/05/2022;Pasta de dente;Leste;603;123;74169
03/12/2022;Suco;Norte;97;121;11737
17/03/2022;Suco;Sul;343;162;55566
01/08/2023;Suco;Norte;86;234;20124
05/11/2023;Sabonete;Oeste;788;87;68556
19/05/2022;Pasta de dente;Oeste;364;232;84448
27/01/2023;Detergente;Leste;496;83;41168
19/09/2023;Sabonete;Sul;321;185;59385
26/09/2022;Suco;Norte;824;29;23896
23/07/2023;Maionese;Norte;777;40;31080
05/04/2022;Maionese;Oeste;666;180;119880
27/02/2023;Pasta de dente;Leste;859;17;14603
04/03/2022;Shampoo;Norte;188;51;9588
20/01/2023;Suco;Sul;523;115;60145
07/01/2023;Shampoo;Leste;410;87;35670
09/02/2022;Pasta de dente;Oeste;8;171;1368
12/10/2023;Detergente;Norte;125;155;19375
21/11/2022;Pasta de dente;Sul;516;251;129516
01/01/2022;Pasta de dente;Sul;136;15;2040
19/04/2022;Pasta de dente;Sul;815;101;82315
24/09/2023;Sabonete;Leste;808;99;79992
27/01/2023;Maionese;Sul;626;237;148362
04/07/2023;Sabonete;Sul;7;200;1400
13/09/2022;Pasta de dente;Leste;232;179;41528
05/11/2022;Suco;Sul;312;200;62400
18/03/2022;Pasta de dente;Norte;860;140;120400
03/09/2023;Shampoo;Sul;402;209;84018
23/12/2022;Detergente;Norte;831;247;205257
13/01/2023;Maionese;Oeste;168;73;12264
02/07/2023;Maionese;Norte;283;67;18961
27/12/2023;Pasta de dente;Oeste;708;50;35400
06/12/2023;Detergente;Sul;877;241;211357
08/04/2022;Pasta de dente;Sul;490;128;62720
19/09/2022;Sabonete;Norte;25;93;2325
10/11/2022;Shampoo;Oeste;870;241;209670
25/12/2023;Shampoo;Leste;981;22;21582
10/11/2023;Pasta de dente;Sul;478;52;24856
14/07/2023;Suco;Sul;698;113;78874
08/08/2022;Shampoo;Norte;743;138;102534
12/04/2022;Suco;Sul;64;202;12928
23/08/2023;Detergente;Leste;749;194;145306
18/04/2023;Suco;Leste;481;34;16354
11/11/2022;Maionese;Oeste;88;108;9504
14/01/2023;Detergente;Oeste;105;133;13965
18/11/2023;Maionese;Leste;934;163;152242
02/07/2022;Detergente;Leste;155;122;18910
02/03/2022;Maionese;Sul;427;235;100345
06/02/2022;Sabonete;Norte;230;187;43010
15/04/2022;Detergente;Sul;134;63;8442
31/12/2023;Maionese;Oeste;76;240;18240
14/09/2022;Maionese;Oeste;391;70;27370
18/02/2022;Detergente;Norte;370;21;7770
09/10/2023;Pasta de dente;Leste;432;157;67824
20/02/2023;Detergente;Leste;656;69;45264
04/01/2023;Sabonete;Sul;375;69;25875
22/08/2023;Maionese;Oeste;52;86;4472
22/02/2023;Shampoo;Sul;211;191;40301
25/04/2023;Pasta de dente;Norte;400;228;91200
11/07/2023;Maionese;Leste;581;228;132468
19/05/2023;Sabonete;Sul;608;51;31008
10/01/2023;Maionese;Sul;624;2;1248
26/08/2023;Pasta de dente;Oeste;349;12;4188
03/07/2022;Pasta de dente;Sul;489;188;91932
01/01/2023;Pasta de dente;Sul;164;239;39196
26/10/2022;Detergente;Leste;236;126;29736
05/04/2023;Maionese;Oeste;269;197;52993
02/05/2023;Sabonete;Sul;93;165;15345
19/10/2023;Maionese;Sul;670;211;141370
15/01/2023;Pasta de dente;Norte;954;139;132606
04/02/2023;Detergente;Oeste;496;1;496
09/07/2023;Detergente;Leste;654;133;86982
10/12/2023;Shampoo;Sul;936;226;211536
19/11/2023;Shampoo;Sul;896;199;178304
12/04/2022;Sabonete;Norte;31;36;1116
30/01/2023;Pasta de dente;Sul;728;73;53144
09/07/2023;Shampoo;Oeste;732;71;51972
12/08/2023;Suco;Leste;239;242;57838
17/04/2022;Shampoo;Leste;381;84;32004
13/06/2023;Shampoo;Leste;959;215;206185
09/04/2023;Detergente;Sul;300;40;12000
22/08/2023;Suco;Oeste;215;216;46440
12/06/2023;Sabonete;Norte;215;38;8170
17/10/2023;Detergente;Norte;100;248;24800
06/08/2023;Pasta de dente;Sul;90;122;10980
20/04/2022;Detergente;Norte;166;196;32536
30/03/2022;Maionese;Leste;226;219;49494
16/08/2023;Maionese;Oeste;27;105;2835
13/03/2022;Sabonete;Sul;973;165;160545
26/07/2023;Pasta de dente;Sul;607;122;74054
10/03/2022;Shampoo;Sul;72;199;14328
24/06/2022;Detergente;Leste;770;178;137060
21/06/2023;Detergente;Sul;393;198;77814
13/02/2023;Suco;Leste;465;113;52545
27/09/2023;Pasta de dente;Norte;200;148;29600
06/06/2023;Maionese;Leste;175;139;24325
17/12/2022;Suco;Oeste;723;184;133032
25/04/2022;Pasta de dente;Oeste;492;224;110208
02/07/2022;Sabonete;Sul;823;65;53495
18/12/2023;Sabonete;Leste;166;229;38014
02/01/2022;Suco;Norte;849;146;123954
04/03/2022;Maionese;Sul;264;197;52008
08/03/2022;Pasta de dente;Oeste;444;30;13320
19/02/2023;Detergente;Oeste;298;95;28310
18/04/2023;Shampoo;Sul;978;156;152568
01/12/2022;Pasta de dente;Norte;563;139;78257
06/04/2023;Maionese;Sul;828;206;170568
05/12/2023;Suco;Norte;942;220;207240
29/01/2022;Maionese;Leste;805;216;173880
07/03/2022;Suco;Oeste;163;154;25102
05/08/2022;Suco;Sul;341;182;62062
29/04/2023;Shampoo;Sul;252;160;40320
07/10/2022;Suco;Leste;436;243;105948
22/08/2022;Sabonete;Leste;128;156;19968
15/06/2022;Shampoo;Oeste;688;206;141728
02/08/2022;Sabonete;Norte;957;139;133023
08/06/2022;Sabonete;Norte;616;35;21560
21/06/2022;Detergente;Oeste;881;40;35240
29/11/2023;Sabonete;Norte;53;173;9169
12/06/2023;Suco;Leste;906;208;188448
01/09/2023;Maionese;Leste;214;64;13696
24/03/2023;Suco;Oeste;338;177;59826
05/12/2022;Shampoo;Leste;221;190;41990
18/08/2023;Suco;Leste;991;245;242795
26/10/2022;Pasta de dente;Leste;972;98;95256
23/07/2023;Pasta de dente;Oeste;36;29;1044
19/07/2022;Detergente;Oeste;972;157;152604
24/03/2023;Maionese;Leste;96;1;96
29/10/2022;Detergente;Oeste;249;6;1494
11/05/2022;Pasta de dente;Oeste;452;186;84072
12/10/2023;Sabonete;Sul;775;247;191425
28/09/2023;Detergente;Norte;750;80;60000
09/06/2023;Sabonete;Norte;63;172;10836
03/05/2023;Sabonete;Norte;322;188;60536
27/04/2022;Sabonete;Sul;983;130;127790
04/10/2023;Shampoo;Oeste;336;223;74928
15/09/2023;Shampoo;Leste;34;197;6698
17/07/2023;Pasta de dente;Oeste;9;81;729
10/10/2022;Detergente;Sul;127;10;1270
14/09/2023;Pasta de dente;Sul;112;145;16240
01/09/2022;Detergente;Leste;15;159;2385
31/05/2023;Maionese;Oeste;645;9;5805
27/07/2023;Maionese;Oeste;395;121;47795
06/02/2023;Shampoo;Norte;731;119;86989
09/03/2023;Suco;Norte;783;187;146421
23/11/2022;Sabonete;Norte;31;67;2077
27/09/2022;Sabonete;Norte;648;121;78408
29/09/2023;Maionese;Oeste;517;59;30503
21/01/2022;Maionese;Oeste;382;167;63794
15/09/2022;Pasta de dente;Norte;768;26;19968
20/09/2023;Shampoo;Sul;106;97;10282
24/08/2023;Sabonete;Oeste;169;195;32955
15/09/2023;Shampoo;Leste;12;82;984
01/03/2022;Pasta de dente;Leste;357;232;82824
15/09/2023;Maionese;Leste;375;71;26625
10/10/2022;Suco;Norte;846;65;54990
04/12/2023;Maionese;Sul;264;249;65736
07/06/2023;Maionese;Oeste;200;216;43200
14/09/2022;Suco;Oeste;620;50;31000
05/01/2022;Maionese;Leste;806;63;50778
21/08/2022;Maionese;Oeste;260;227;59020
12/12/2023;Suco;Oeste;309;124;38316
03/01/2022;Pasta de dente;Norte;242;24;5808
11/09/2022;Sabonete;Sul;884;187;165308
14/12/2022;Shampoo;Norte;94;40;3760
22/12/2022;Shampoo;Oeste;24;194;4656
12/01/2023;Shampoo;Sul;724;133;96292
05/09/2023;Maionese;Sul;505;253;127765
11/04/2023;Suco;Oeste;659;48;31632
19/07/2023;Sabonete;Oeste;22;229;5038
03/07/2022;Maionese;Sul;82;9;738
24/05/2023;Detergente;Oeste;196;42;8232
24/08/2023;Shampoo;Norte;343;7;2401
14/05/2023;Sabonete;Oeste;362;15;5430
21/11/2022;Suco;Sul;578;104;60112
21/06/2022;Maionese;Oeste;926;152;140752
29/06/2022;Shampoo;Oeste;395;234;92430
18/01/2022;Shampoo;Norte;248;120;29760
28/08/2023;Shampoo;Sul;638;208;132704
30/06/2022;Pasta de dente;Sul;315;110;34650
25/11/2022;Suco;Leste;879;39;34281
28/04/2023;Shampoo;Oeste;694;97;67318
17/09/2023;Detergente;Oeste;155;231;35805
21/07/2023;Shampoo;Sul;627;249;156123
04/08/2023;Shampoo;Sul;102;38;3876
15/05/2022;Shampoo;Leste;818;139;113702
30/03/2022;Pasta de dente;Oeste;714;126;89964
06/08/2023;Suco;Sul;236;210;49560
28/06/2022;Suco;Oeste;778;66;51348
15/04/2023;Pasta de dente;Oeste;570;9;5130
27/05/2023;Sabonete;Oeste;209;251;52459
11/01/2022;Detergente;Sul;333;35;11655
14/03/2022;Maionese;Leste;6;207;1242
04/05/2022;Maionese;Sul;34;61;2074
23/07/2023;Suco;Norte;42;252;10584
09/12/2023;Sabonete;Sul;986;10;9860
16/07/2023;Suco;Oeste;715;123;87945
17/09/2022;Pasta de dente;Sul;271;120;32520
09/08/2022;Sabonete;Norte;831;167;138777
16/01/2023;Shampoo;Oeste;397;141;55977
27/01/2023;Shampoo;Sul;199;213;42387
16/02/2023;Shampoo;Sul;118;216;25488
28/02/2022;Shampoo;Leste;860;132;113520
26/09/2023;Pasta de dente;Norte;416;1;416
14/05/2023;Suco;Oeste;100;24;2400
01/10/2023;Detergente;Oeste;369;99;36531
28/04/2023;Maionese;Leste;574;171;98154
24/06/2023;Pasta de dente;Sul;28;109;3052
14/05/2022;Maionese;Norte;195;195;38025
30/05/2023;Maionese;Norte;242;70;16940
23/05/2023;Shampoo;Sul;442;130;57460
07/04/2022;Detergente;Norte;414;40;16560
06/10/2022;Shampoo;Leste;157;40;6280
11/03/2023;Pasta de dente;Leste;239;246;58794
20/02/2023;Pasta de dente;Sul;876;146;127896
31/10/2022;Shampoo;Sul;131;127;16637
18/07/2023;Pasta de dente;Oeste;697;224;156128
25/01/2023;Sabonete;Oeste;249;235;58515
26/05/2022;Detergente;Leste;753;180;135540
19/02/2022;Detergente;Leste;287;145;41615
13/09/2022;Pasta de dente;Oeste;403;74;29822
08/03/2022;Shampoo;Oeste;346;98;33908
26/02/2023;Maionese;Sul;414;141;58374
28/05/2022;Pasta de dente;Sul;819;252;206388
21/02/2023;Detergente;Norte;922;71;65462
06/07/2022;Pasta de dente;Norte;435;247;107445
19/11/2023;Shampoo;Oeste;956;114;108984
08/01/2023;Maionese;Oeste;304;18;5472
06/10/2022;Sabonete;Leste;291;158;45978
22/04/2023;Detergente;Oeste;656;89;58384
29/10/2023;Pasta de dente;Leste;368;114;41952
06/02/2023;Detergente;Oeste;670;226;151420
26/02/2022;Suco;Oeste;390;175;68250
18/06/2022;Detergente;Norte;635;24;15240
04/07/2022;Suco;Oeste;746;78;58188
19/08/2023;Detergente;Norte;287;191;54817
28/11/2022;Maionese;Sul;114;37;4218
18/09/2022;Maionese;Leste;315;180;56700
22/12/2022;Pasta de dente;Norte;216;7;1512
26/07/2022;Shampoo;Sul;25;156;3900
24/06/2022;Shampoo;Oeste;925;215;198875
22/12/2022;Pasta de dente;Oeste;462;102;47124
07/01/2022;Detergente;Oeste;360;42;15120
31/12/2023;Maionese;Oeste;576;90;51840
23/01/2023;Suco;Leste;339;201;68139
07/12/2023;Pasta de dente;Norte;336;22;7392
24/11/2023;Shampoo;Leste;991;216;214056
26/08/2022;Suco;Norte;22;205;4510
30/06/2023;Maionese;Leste;109;205;22345
01/02/2022;Sabonete;Leste;984;45;44280
11/08/2023;Suco;Norte;992;217;215264
29/12/2023;Detergente;Leste;27;35;945
18/06/2022;Pasta de dente;Oeste;531;98;52038
05/09/2023;Suco;Oeste;98;215;21070
12/07/2022;Shampoo;Norte;104;21;2184
12/04/2022;Shampoo;Leste;981;183;179523
05/11/2022;Sabonete;Leste;297;90;26730
26/10/2022;Maionese;Oeste;128;178;22784
23/03/2022;Shampoo;Oeste;661;193;127573
12/01/2023;Detergente;Sul;425;21;8925
02/07/2022;Sabonete;Leste;7;251;1757
20/09/2023;Sabonete;Norte;941;91;85631
25/02/2023;Suco;Sul;405;233;94365
01/07/2022;Detergente;Leste;391;76;29716
09/10/2022;Sabonete;Oeste;184;223;41032
18/07/2022;Maionese;Sul;674;12;8088
22/03/2022;Shampoo;Oeste;147;221;32487
16/04/2022;Suco;Sul;291;61;17751
11/01/2022;Suco;Oeste;418;231;96558
18/11/2023;Pasta de dente;Leste;160;15;2400
22/04/2022;Pasta de dente;Sul;75;156;11700
28/09/2023;Shampoo;Oeste;755;46;34730
23/06/2022;Maionese;Norte;715;131;93665
07/07/2023;Pasta de dente;Leste;592;47;27824
09/06/2022;Maionese;Leste;684;11;7524
17/02/2022;Maionese;Norte;472;125;59000
21/02/2022;Shampoo;Leste;344;67;23048
11/03/2022;Suco;Norte;663;227;150501
16/06/2023;Pasta de dente;Norte;851;170;144670
14/06/2023;Suco;Leste;449;52;23348
29/07/2022;Pasta de dente;Sul;971;164;159244
24/06/2023;Sabonete;Leste;78;165;12870
24/10/2023;Suco;Leste;753;232;174696
04/05/2022;Suco;Leste;35;78;2730
20/03/2022;Sabonete;Norte;986;47;46342
09/02/2022;Shampoo;Leste;975;191;186225
08/02/2022;Maionese;Sul;75;47;3525
25/10/2023;Sabonete;Norte;560;66;36960
06/03/2023;Detergente;Sul;929;46;42734
29/07/2023;Pasta de dente;Sul;630;74;46620
13/01/2022;Sabonete;Norte;653;80;52240
20/05/2023;Detergente;Sul;17;253;4301
15/02/2023;Suco;Sul;22;185;4070
26/09/2023;Pasta de dente;Sul;7;180;1260
27/12/2022;Pasta de dente;Sul;989;178;176042
20/01/2023;Detergente;Oeste;225;192;43200
31/10/2022;Detergente;Sul;534;72;38448
13/07/2023;Shampoo;Leste;338;65;21970
04/12/2022;Pasta de dente;Oeste;575;215;123625
25/10/2023;Shampoo;Sul;668;9;6012
05/04/2022;Pasta de dente;Oeste;183;90;16470
08/02/2023;Sabonete;Oeste;246;20;4920
27/01/2023;Shampoo;Sul;838;209;175142
08/08/2023;Detergente;Norte;903;89;80367
02/03/2022;Maionese;Oeste;300;154;46200
22/11/2022;Sabonete;Leste;143;90;12870
10/10/2023;Pasta de dente;Oeste;439;84;36876
01/09/2023;Detergente;Leste;505;28;14140
21/03/2023;Suco;Leste;390;94;36660
20/03/2023;Shampoo;Oeste;930;120;111600
29/09/2022;Detergente;Oeste;575;87;50025
01/11/2023;Suco;Norte;162;39;6318
15/04/2023;Maionese;Leste;409;171;69939
06/04/2022;Sabonete;Norte;247;59;14573
31/03/2022;Maionese;Norte;984;107;105288
03/12/2022;Suco;Oeste;298;199;59302
09/07/2023;Pasta de dente;Leste;291;233;67803
28/07/2022;Sabonete;Leste;553;46;25438
26/06/2022;Detergente;Norte;917;53;48601
29/07/2023;Maionese;Oeste;645;144;92880
12/08/2022;Pasta de dente;Leste;947;89;84283
13/06/2023;Detergente;Leste;319;71;22649
14/01/2023;Shampoo;Sul;804;92;73968
28/12/2022;Sabonete;Sul;933;129;120357
13/02/2023;Detergente;Leste;597;14;8358
28/03/2023;Suco;Leste;330;51;16830
09/07/2022;Pasta de dente;Leste;277;198;54846
05/09/2023;Pasta de dente;Sul;112;240;26880
28/09/2023;Pasta de dente;Norte;604;61;36844
30/03/2023;Shampoo;Oeste;121;4;484
27/10/2022;Shampoo;Norte;30;72;2160
19/02/2023;Pasta de dente;Oeste;343;38;13034
19/12/2022;Sabonete;Norte;504;119;59976
27/04/2023;Pasta de dente;Norte;287;174;49938
19/11/2022;Shampoo;Leste;938;80;75040
03/11/2023;Shampoo;Oeste;616;97;59752
29/07/2022;Shampoo;Leste;791;64;50624
01/12/2023;Maionese;Norte;397;10;3970
02/10/2022;Suco;Sul;746;196;146216
22/03/2023;Suco;Leste;248;148;36704
07/04/2023;Pasta de dente;Sul;184;111;20424
02/08/2023;Detergente;Leste;621;250;155250
30/10/2023;Shampoo;Oeste;31;12;372
08/01/2022;Detergente;Sul;369;212;78228
11/11/2022;Shampoo;Sul;557;132;73524
13/10/2022;Pasta de dente;Leste;944;192;181248
24/10/2022;Sabonete;Sul;112;130;14560
17/09/2022;Sabonete;Oeste;504;249;125496
25/06/2022;Maionese;Leste;485;251;121735
16/07/2022;Sabonete;Oeste;531;74;39294
28/06/2022;Sabonete;Leste;751;203;152453
05/02/2023;Detergente;Norte;289;52;15028
08/09/2022;Pasta de dente;Leste;925;143;132275
04/12/2023;Shampoo;Oeste;105;82;8610
21/04/2023;Maionese;Norte;391;87;34017
15/06/2022;Maionese;Norte;804;253;203412
21/03/2023;Sabonete;Sul;515;12;6180
15/06/2023;Suco;Sul;658;181;119098
22/04/2022;Detergente;Oeste;88;75;6600
06/01/2023;Suco;Oeste;422;205;86510
07/02/2023;Sabonete;Sul;546;24;13104
06/12/2022;Shampoo;Oeste;271;118;31978
18/12/2023;Sabonete;Oeste;172;64;11008
07/06/2022;Detergente;Leste;31;194;6014
24/06/2023;Shampoo;Leste;231;56;12936
14/06/2023;Suco;Leste;499;94;46906
06/07/2022;Maionese;Leste;569;58;33002
02/12/2022;Sabonete;Oeste;130;198;25740
31/07/2022;Pasta de dente;Norte;828;215;178020
04/04/2023;Detergente;Sul;451;128;57728
23/08/2022;Suco;Leste;186;177;32922
07/12/2023;Detergente;Sul;977;125;122125
24/09/2023;Pasta de dente;Oeste;409;25;10225
17/02/2023;Detergente;Sul;940;171;160740
11/11/2022;Sabonete;Sul;94;219;20586
12/01/2023;Suco;Sul;629;31;19499
14/11/2022;Shampoo;Leste;562;150;84300
18/02/2022;Shampoo;Oeste;786;72;56592
20/04/2023;Detergente;Sul;755;122;92110
13/05/2023;Shampoo;Oeste;84;15;1260
22/12/2022;Suco;Leste;885;180;159300
16/02/2022;Pasta de dente;Oeste;912;244;222528
17/04/2023;Suco;Norte;993;238;236334
23/03/2022;Maionese;Norte;132;123;16236
31/10/2023;Detergente;Leste;612;143;87516
15/08/2022;Pasta de dente;Sul;86;113;9718
11/05/2023;Detergente;Sul;473;14;6622
03/12/2023;Maionese;Oeste;325;24;7800
24/05/2022;Detergente;Sul;22;37;814
15/10/2022;Pasta de dente;Leste;274;223;61102
07/09/2022;Detergente;Leste;453;140;63420
05/05/2023;Sabonete;Norte;46;218;10028
03/04/2023;Pasta de dente;Leste;967;129;124743
13/01/2022;Shampoo;Sul;675;174;117450
29/05/2022;Suco;Norte;712;180;128160
14/05/2023;Detergente;Oeste;300;121;36300
16/10/2022;Maionese;Leste;945;64;60480
03/12/2022;Sabonete;Sul;604;158;95432
29/07/2022;Shampoo;Norte;781;125;97625
25/07/2023;Pasta de dente;Oeste;587;155;90985
11/08/2022;Sabonete;Norte;363;83;30129
28/01/2023;Shampoo;Sul;982;188;184616
01/08/2023;Sabonete;Norte;198;39;7722
24/02/2022;Detergente;Leste;979;122;119438
13/04/2023;Shampoo;Oeste;706;20;14120
28/09/2023;Suco;Sul;821;53;43513
05/05/2023;Sabonete;Oeste;90;36;3240
07/07/2023;Suco;Leste;267;237;63279
10/08/2023;Suco;Norte;470;142;66740
12/06/2022;Detergente;Norte;874;16;13984
08/10/2022;Shampoo;Sul;444;171;75924
26/10/2022;Pasta de dente;Sul;645;41;26445
29/01/2023;Sabonete;Sul;790;70;55300
08/04/2022;Sabonete;Norte;10;85;850
27/09/2023;Maionese;Oeste;216;191;41256
08/11/2023;Suco;Leste;112;91;10192
13/03/2023;Detergente;Norte;564;215;121260
21/02/2023;Maionese;Norte;214;26;5564
12/09/2022;Shampoo;Sul;592;30;17760
19/01/2022;Shampoo;Leste;123;162;19926
07/11/2023;Maionese;Norte;996;235;234060
30/07/2023;Suco;Sul;668;181;120908
21/01/2022;Sabonete;Sul;345;12;4140
08/01/2022;Maionese;Oeste;631;230;145130
24/09/2022;Sabonete;Leste;682;5;3410
27/10/2023;Detergente;Leste;582;17;9894
24/08/2022;Suco;Sul;829;155;128495
20/01/2023;Maionese;Leste;253;217;54901
08/02/2023;Sabonete;Oeste;832;202;168064
13/09/2023;Maionese;Oeste;953;212;202036
29/01/2022;Suco;Norte;255;204;52020
07/11/2022;Suco;Leste;498;4;1992
25/04/2022;Maionese;Leste;85;232;19720
11/05/2022;Maionese;Norte;829;218;180722
18/07/2022;Detergente;Oeste;175;209;36575
17/04/2022;Shampoo;Leste;891;113;100683
17/10/2022;Pasta de dente;Oeste;400;15;6000
19/01/2023;Pasta de dente;Oeste;356;88;31328
05/03/2022;Maionese;Leste;47;159;7473
28/12/2022;Pasta de dente;Sul;676;208;140608
25/06/2023;Suco;Oeste;648;27;17496
16/09/2023;Detergente;Sul;153;193;29529
08/06/2023;Pasta de dente;Norte;783;164;128412
20/12/2022;Maionese;Leste;274;56;15344
09/11/2023;Maionese;Norte;627;49;30723
19/12/2022;Sabonete;Norte;365;213;77745
02/08/2022;Sabonete;Norte;246;1;246
03/11/2022;Shampoo;Sul;795;65;51675
01/05/2023;Detergente;Oeste;113;214;24182
30/11/2023;Pasta de dente;Oeste;762;2;1524
02/01/2024;Detergente;Sul;379;161;61019
04/10/2022;Suco;Leste;857;148;126836
23/05/2023;Maionese;Leste;182;165;30030
05/12/2023;Pasta de dente;Leste;431;40;17240
15/12/2022;Shampoo;Norte;744;251;186744
15/10/2022;Maionese;Leste;74;17;1258
02/04/2023;Pasta de dente;Oeste;728;211;153608
05/07/2023;Shampoo;Sul;271;118;31978
17/12/2023;Detergente;Sul;17;15;255
15/03/2023;Sabonete;Oeste;958;91;87178
11/04/2023;Pasta de dente;Norte;882;58;51156
29/06/2023;Pasta de dente;Leste;972;221;214812
06/01/2023;Shampoo;Leste;192;5;960
20/07/2023;Pasta de dente;Norte;250;34;8500
24/01/2022;Maionese;Oeste;321;167;53607
24/04/2023;Maionese;Oeste;234;27;6318
19/05/2022;Detergente;Oeste;660;74;48840
14/03/2022;Shampoo;Oeste;939;167;156813
06/08/2023;Suco;Sul;311;99;30789
19/07/2022;Shampoo;Leste;74;166;12284
08/03/2023;Pasta de dente;Norte;2;233;466
19/01/2022;Suco;Leste;18;192;3456
08/03/2023;Suco;Leste;238;36;8568
16/04/2022;Suco;Oeste;442;159;70278
06/01/2023;Maionese;Sul;599;206;123394
18/06/2022;Pasta de dente;Oeste;248;40;9920
14/02/2022;Suco;Leste;201;230;46230
22/03/2023;Maionese;Leste;453;149;67497
23/11/2023;Pasta de dente;Leste;905;41;37105
07/05/2023;Sabonete;Oeste;189;158;29862
28/03/2022;Suco;Leste;145;159;23055
03/12/2022;Suco;Sul;360;89;32040
28/07/2022;Maionese;Leste;670;34;22780
05/05/2023;Maionese;Sul;133;142;18886
15/09/2023;Sabonete;Leste;582;22;12804
04/09/2023;Suco;Sul;859;109;93631
24/01/2022;Detergente;Sul;373;71;26483
07/06/2022;Shampoo;Norte;986;19;18734
08/07/2023;Suco;Oeste;320;159;50880
14/06/2023;Suco;Norte;280;168;47040
08/02/2022;Suco;Norte;387;164;63468
22/09/2022;Pasta de dente;Norte;565;207;116955
07/09/2023;Maionese;Sul;146;233;34018
14/07/2023;Detergente;Leste;350;25;8750
04/03/2022;Sabonete;Leste;274;233;63842
12/11/2023;Suco;Norte;142;239;33938
17/05/2022;Suco;Norte;21;214;4494
03/06/2023;Detergente;Sul;301;28;8428
11/07/2022;Suco;Norte;358;220;78760
10/10/2022;Suco;Sul;797;58;46226
28/07/2023;Maionese;Norte;52;103;5356
25/07/2023;Suco;Sul;196;189;37044
29/05/2023;Pasta de dente;Leste;805;166;133630
11/09/2022;Sabonete;Leste;817;85;69445
29/03/2022;Sabonete;Sul;961;5;4805
23/09/2023;Suco;Oeste;496;73;36208
29/10/2022;Sabonete;Norte;878;121;106238
23/07/2023;Detergente;Sul;805;134;107870
22/04/2023;Maionese;Oeste;530;214;113420
01/03/2023;Maionese;Oeste;74;236;17464
18/07/2023;Pasta de dente;Sul;550;221;121550
02/04/2023;Detergente;Oeste;193;157;30301
25/09/2023;Maionese;Sul;178;128;22784
11/11/2022;Pasta de dente;Oeste;962;100;96200
28/04/2023;Sabonete;Sul;47;215;10105
01/09/2023;Shampoo;Norte;119;110;13090
24/03/2023;Sabonete;Leste;124;248;30752
11/06/2023;Pasta de dente;Leste;793;118;93574
05/07/2022;Detergente;Oeste;294;223;65562
03/08/2022;Sabonete;Sul;385;178;68530
30/10/2023;Shampoo;Leste;248;165;40920
15/06/2023;Suco;Sul;920;229;210680
13/06/2023;Maionese;Norte;855;249;212895
07/03/2022;Sabonete;Norte;658;194;127652
13/11/2022;Maionese;Norte;914;60;54840
27/04/2023;Detergente;Leste;484;182;88088
20/12/2022;Shampoo;Sul;364;138;50232
19/11/2023;Pasta de dente;Oeste;471;151;71121
12/06/2023;Shampoo;Leste;483;44;21252
19/06/2022;Maionese;Norte;737;112;82544
15/04/2023;Pasta de dente;Norte;356;203;72268
13/01/2023;Maionese;Norte;825;201;165825
05/01/2022;Pasta de dente;Norte;687;241;165567
26/06/2022;Shampoo;Oeste;291;194;56454
28/06/2023;Detergente;Norte;346;73;25258
02/02/2023;Suco;Sul;439;43;18877
08/08/2022;Detergente;Leste;986;28;27608
01/09/2022;Shampoo;Norte;882;56;49392
18/08/2023;Sabonete;Oeste;750;151;113250
13/11/2023;Detergente;Sul;94;145;13630
17/02/2022;Maionese;Sul;448;133;59584
14/10/2023;Detergente;Leste;551;62;34162
16/04/2022;Detergente;Leste;660;2;1320
30/01/2022;Suco;Sul;570;178;101460
01/01/2024;Shampoo;Norte;742;57;42294
18/09/2023;Detergente;Leste;213;19;4047
06/05/2022;Sabonete;Oeste;755;185;139675
01/06/2023;Shampoo;Norte;479;197;94363
02/11/2022;Suco;Leste;572;71;40612
17/09/2022;Pasta de dente;Sul;32;16;512
21/07/2023;Sabonete;Sul;177;7;1239
18/05/2022;Pasta de dente;Norte;783;40;31320
01/08/2022;Sabonete;Oeste;249;62;15438
15/12/2023;Suco;Sul;459;23;10557
02/01/2024;Suco;Oeste;320;177;56640
26/08/2023;Suco;Oeste;823;30;24690
23/09/2022;Maionese;Norte;261;6;1566
14/06/2022;Shampoo;Sul;910;195;177450
05/07/2023;Suco;Norte;942;213;200646
15/06/2023;Maionese;Sul;319;11;3509
05/02/2023;Suco;Oeste;503;181;91043
04/11/2022;Detergente;Norte;825;96;79200
03/01/2022;Shampoo;Sul;3;1;3
16/08/2023;Pasta de dente;Norte;299;241;72059
21/08/2022;Sabonete;Sul;708;132;93456
18/09/2022;Pasta de dente;Sul;639;224;143136
26/02/2023;Sabonete;Leste;53;219;11607
09/04/2022;Maionese;Norte;22;11;242
17/04/2023;Shampoo;Sul;787;192;151104
15/04/2022;Pasta de dente;Leste;740;70;51800
30/06/2023;Suco;Norte;497;239;118783
01/02/2022;Maionese;Norte;78;6;468
31/08/2022;Shampoo;Norte;379;47;17813
13/11/2022;Detergente;Norte;128;176;22528
15/01/2023;Shampoo;Sul;639;200;127800
12/04/2022;Shampoo;Leste;139;40;5560
24/08/2022;Maionese;Norte;669;88;58872
13/11/2023;Shampoo;Oeste;822;43;35346
